Carrier,Specialty,County,nproviders
RMHP,025 Orthopedic Surgery,Adams,79
RMHP,025 Orthopedic Surgery,Boulder,77
RMHP,008 Cardiovascular Disease,Jefferson,76
RMHP,030 Pulmonology,Adams,75
RMHP,102 Licensed Clinical Social Workers,Larimer,75
RMHP,103 Psychology,El Paso,75
RMHP,029 Psychiatry,Denver,73
RMHP,101 Pediatrics - Routine/Primary Care,El Paso,73
RMHP,101 Pediatrics - Routine/Primary Care,Larimer,73
RMHP,103 Psychology,Larimer,68
RMHP,007 Allergy and Immunology,Denver,67
RMHP,003 Internal Medicine,Larimer,66
RMHP,101 Pediatrics - Routine/Primary Care,Douglas,65
RMHP,012 Endocrinology,Adams,64
RMHP,015 General Surgery,Jefferson,64
RMHP,008 Cardiovascular Disease,El Paso,63
RMHP,011 Dermatology,Arapahoe,63
RMHP,101 Pediatrics - Routine/Primary Care,Jefferson,63
RMHP,102 Licensed Clinical Social Workers,Morgan,63
RMHP,102 Licensed Clinical Social Workers,Mesa,61
RMHP,102 Licensed Clinical Social Workers,Yuma,61
RMHP,103 Psychology,Boulder,61
RMHP,003 Internal Medicine,Boulder,60
RMHP,003 Internal Medicine,El Paso,60
RMHP,014 Gastroenterology,El Paso,60
RMHP,015 General Surgery,Denver,60
RMHP,103 Psychology,Jefferson,60
RMHP,008 Cardiovascular Disease,Boulder,59
RMHP,016 Gynecology (OB/GYN),Boulder,59
RMHP,016 Gynecology (OB/GYN),Eagle,59
RMHP,015 General Surgery,Adams,58
RMHP,023 Ophthalmology,Arapahoe,58
RMHP,023 Ophthalmology,Larimer,58
RMHP,025 Orthopedic Surgery,Jefferson,58
RMHP,102 Licensed Clinical Social Workers,Chaffee,56
RMHP,002 Family Medicine,Eagle,53
RMHP,023 Ophthalmology,Boulder,53
RMHP,029 Psychiatry,Arapahoe,53
RMHP,014 Gastroenterology,Boulder,51
RMHP,023 Ophthalmology,Adams,51
RMHP,023 Ophthalmology,El Paso,50
RMHP,002 Family Medicine,Broomfield,49
RMHP,003 Internal Medicine,Douglas,49
RMHP,101 Pediatrics - Routine/Primary Care,Boulder,49
RMHP,102 Licensed Clinical Social Workers,Pueblo,49
RMHP,014 Gastroenterology,Douglas,47
RMHP,103 Psychology,Adams,47
RMHP,103 Psychology,Douglas,47
RMHP,014 Gastroenterology,Jefferson,46
RMHP,015 General Surgery,Larimer,46
RMHP,016 Gynecology (OB/GYN),Garfield,44
RMHP,029 Psychiatry,El Paso,44
RMHP,011 Dermatology,Adams,43
RMHP,014 Gastroenterology,Arapahoe,43
RMHP,021 Medical Oncology & Surgical Oncology,Denver,43
RMHP, 103 Psychology,Jefferson,42
RMHP,014 Gastroenterology,Broomfield,42
RMHP,014 Gastroenterology,Larimer,42
RMHP,015 General Surgery,El Paso,42
RMHP,011 Dermatology,Boulder,41
RMHP,017 Infectious Diseases,Adams,41
RMHP,102 Licensed Clinical Social Workers,Alamosa,41
RMHP, 103 Psychology,Denver,40
RMHP,014 Gastroenterology,Denver,40
RMHP,016 Gynecology (OB/GYN),Weld,39
RMHP,023 Ophthalmology,Mesa,39
RMHP,028 Podiatry,Denver,39
RMHP,026 Physical Medicine & Rehabilitation,Adams,38
RMHP,026 Physical Medicine & Rehabilitation,Arapahoe,38
RMHP, 103 Psychology,Adams,37
RMHP,016 Gynecology (OB/GYN),Mesa,37
RMHP,018 Nephrology,Adams,37
RMHP,029 Psychiatry,Mesa,37
RMHP,030 Pulmonology,Larimer,37
RMHP,033 Urology,Larimer,37
RMHP, 103 Psychology,Douglas,36
RMHP,007 Allergy and Immunology,Adams,36
RMHP,011 Dermatology,Denver,36
RMHP,013 ENT/Otolaryngology,Adams,36
RMHP,015 General Surgery,Boulder,36
RMHP,021 Medical Oncology & Surgical Oncology,El Paso,36
RMHP,029 Psychiatry,Adams,36
RMHP,007 Allergy and Immunology,Douglas,35
RMHP,007 Allergy and Immunology,Larimer,34
RMHP,011 Dermatology,El Paso,34
RMHP,015 General Surgery,Arapahoe,34
RMHP,102 Licensed Clinical Social Workers,Logan,34
RMHP,002 Family Medicine,Garfield,33
RMHP,013 ENT/Otolaryngology,El Paso,33
RMHP,028 Podiatry,Douglas,33
RMHP,102 Licensed Clinical Social Workers,Lincoln,33
RMHP,102 Licensed Clinical Social Workers,La Plata,32
RMHP,013 ENT/Otolaryngology,Denver,31
RMHP,026 Physical Medicine & Rehabilitation,Denver,31
RMHP,101 Pediatrics - Routine/Primary Care,Weld,31
RMHP,102 Licensed Clinical Social Workers,Elbert,31
RMHP,007 Allergy and Immunology,Jefferson,30
RMHP,101 Pediatrics - Routine/Primary Care,Mesa,30
RMHP,102 Licensed Clinical Social Workers,Cheyenne,30
RMHP,102 Licensed Clinical Social Workers,Fremont,30
RMHP,102 Licensed Clinical Social Workers,Phillips,30
RMHP,102 Licensed Clinical Social Workers,Sedgwick,30
RMHP,102 Licensed Clinical Social Workers,Washington,30
RMHP,002 Family Medicine,La Plata,29
RMHP,003 Internal Medicine,Pueblo,29
RMHP,019 Neurology,El Paso,29
RMHP,019 Neurology,Jefferson,29
RMHP,025 Orthopedic Surgery,Weld,29
RMHP,028 Podiatry,Larimer,29
RMHP,033 Urology,Denver,29
RMHP,002 Family Medicine,Summit,28
RMHP,020 Neurological Surgery,Adams,28
RMHP,028 Podiatry,Jefferson,28
RMHP,103 Psychology,Mesa,28
RMHP, 103 Psychology,El Paso,27
RMHP,015 General Surgery,Douglas,27
RMHP,023 Ophthalmology,Douglas,27
RMHP,025 Orthopedic Surgery,Eagle,27
RMHP,026 Physical Medicine & Rehabilitation,Jefferson,27
RMHP,002 Family Medicine,Grand,26
RMHP,013 ENT/Otolaryngology,Douglas,26
RMHP,014 Gastroenterology,Weld,26
RMHP,018 Nephrology,Denver,26
RMHP,022 Radiation Oncology,Denver,26
RMHP, 000 OTHER,Arapahoe,25
RMHP,003 Internal Medicine,Weld,25
RMHP,011 Dermatology,Jefferson,25
RMHP,015 General Surgery,Weld,25
RMHP,019 Neurology,Larimer,25
RMHP,033 Urology,Boulder,25
RMHP, 103 Psychology,Mesa,24
RMHP,002 Family Medicine,Fremont,24
RMHP,019 Neurology,Denver,24
RMHP,021 Medical Oncology & Surgical Oncology,Arapahoe,24
RMHP,021 Medical Oncology & Surgical Oncology,Boulder,24
RMHP,021 Medical Oncology & Surgical Oncology,Jefferson,24
RMHP,027 Plastic Surgery,Denver,24
RMHP,029 Psychiatry,Larimer,24
RMHP,030 Pulmonology,El Paso,24
RMHP,033 Urology,Arapahoe,24
RMHP,102 Licensed Clinical Social Workers,Lake,24
RMHP,000 OTHER,Alamosa,23
RMHP,019 Neurology,Arapahoe,23
RMHP,026 Physical Medicine & Rehabilitation,Boulder,23
RMHP,026 Physical Medicine & Rehabilitation,El Paso,23
RMHP,028 Podiatry,Weld,23
RMHP,031 Rheumatology,Jefferson,23
RMHP,102 Licensed Clinical Social Workers,Custer,23
RMHP,000 OTHER,Broomfield,22
RMHP,002 Family Medicine,Chaffee,22
RMHP,011 Dermatology,Larimer,22
RMHP,028 Podiatry,Boulder,22
RMHP,029 Psychiatry,Pueblo,22
RMHP, 000 OTHER,Denver,21
RMHP,000 OTHER,Montrose,21
RMHP,002 Family Medicine,Delta,21
RMHP,013 ENT/Otolaryngology,Boulder,21
RMHP,013 ENT/Otolaryngology,Jefferson,21
RMHP,017 Infectious Diseases,Denver,21
RMHP,021 Medical Oncology & Surgical Oncology,Douglas,21
RMHP,028 Podiatry,Arapahoe,21
RMHP,028 Podiatry,El Paso,21
RMHP,031 Rheumatology,Adams,21
RMHP,101 Pediatrics - Routine/Primary Care,Garfield,21
RMHP,000 OTHER,Otero,20
RMHP,002 Family Medicine,Logan,20
RMHP,002 Family Medicine,Phillips,20
RMHP,002 Family Medicine,Routt,20
RMHP,007 Allergy and Immunology,Arapahoe,20
RMHP,008 Cardiovascular Disease,Mesa,20
RMHP,020 Neurological Surgery,Arapahoe,20
RMHP,020 Neurological Surgery,Boulder,20
RMHP,020 Neurological Surgery,Douglas,20
RMHP,022 Radiation Oncology,Adams,20
RMHP,028 Podiatry,Adams,20
RMHP,030 Pulmonology,Jefferson,20
RMHP,033 Urology,Adams,20
RMHP,101 Pediatrics - Routine/Primary Care,Eagle,20
RMHP,102 Licensed Clinical Social Workers,Broomfield,20
RMHP,002 Family Medicine,Morgan,19
RMHP,002 Family Medicine,Rio Grande,19
RMHP,004 Geriatrics,Adams,19
RMHP,008 Cardiovascular Disease,Weld,19
RMHP,016 Gynecology (OB/GYN),Pueblo,19
RMHP,025 Orthopedic Surgery,Pueblo,19
RMHP,000 OTHER,Fremont,18
RMHP,000 OTHER,Prowers,18
RMHP,003 Internal Medicine,Broomfield,18
RMHP,007 Allergy and Immunology,El Paso,18
RMHP,011 Dermatology,Douglas,18
RMHP,015 General Surgery,Pueblo,18
RMHP,018 Nephrology,Douglas,18
RMHP,021 Medical Oncology & Surgical Oncology,Larimer,18
RMHP,022 Radiation Oncology,Jefferson,18
RMHP,025 Orthopedic Surgery,Mesa,18
RMHP,029 Psychiatry,Jefferson,18
RMHP,035 Cardiothoracic Surgery,Denver,18
RMHP,035 Cardiothoracic Surgery,El Paso,18
RMHP, 103 Psychology,Boulder,17
RMHP,002 Family Medicine,Montezuma,17
RMHP,002 Family Medicine,Teller,17
RMHP,002 Family Medicine,Yuma,17
RMHP,003 Internal Medicine,Eagle,17
RMHP,008 Cardiovascular Disease,Logan,17
RMHP,011 Dermatology,Pueblo,17
RMHP,013 ENT/Otolaryngology,Arapahoe,17
RMHP,015 General Surgery,Mesa,17
RMHP,019 Neurology,Boulder,17
RMHP,020 Neurological Surgery,Larimer,17
RMHP,025 Orthopedic Surgery,Prowers,17
RMHP,029 Psychiatry,Boulder,17
RMHP,030 Pulmonology,Arapahoe,17
RMHP,030 Pulmonology,Boulder,17
RMHP,031 Rheumatology,Boulder,17
RMHP,033 Urology,Eagle,17
RMHP,033 Urology,El Paso,17
RMHP,034 Vascular Surgery,Denver,17
RMHP,002 Family Medicine,Alamosa,16
RMHP,002 Family Medicine,Otero,16
RMHP,008 Cardiovascular Disease,Eagle,16
RMHP,016 Gynecology (OB/GYN),La Plata,16
RMHP,017 Infectious Diseases,Arapahoe,16
RMHP,019 Neurology,Douglas,16
RMHP,000 OTHER,Garfield,15
RMHP,006 Primary Care - Nurse Practitioner,Boulder,15
RMHP,006 Primary Care - Nurse Practitioner,El Paso,15
RMHP,007 Allergy and Immunology,Boulder,15
RMHP,008 Cardiovascular Disease,Broomfield,15
RMHP,008 Cardiovascular Disease,Morgan,15
RMHP,008 Cardiovascular Disease,Yuma,15
RMHP,011 Dermatology,Eagle,15
RMHP,012 Endocrinology,Larimer,15
RMHP,014 Gastroenterology,Mesa,15
RMHP,022 Radiation Oncology,Arapahoe,15
RMHP,029 Psychiatry,Douglas,15
RMHP,031 Rheumatology,Douglas,15
RMHP,031 Rheumatology,Larimer,15
RMHP,014 Gastroenterology,Chaffee,14
RMHP,015 General Surgery,Logan,14
RMHP,016 Gynecology (OB/GYN),Summit,14
RMHP,017 Infectious Diseases,Broomfield,14
RMHP,020 Neurological Surgery,El Paso,14
RMHP,023 Ophthalmology,Pueblo,14
RMHP,025 Orthopedic Surgery,La Plata,14
RMHP,025 Orthopedic Surgery,Logan,14
RMHP,026 Physical Medicine & Rehabilitation,Weld,14
RMHP,028 Podiatry,Pueblo,14
RMHP,029 Psychiatry,La Plata,14
RMHP,030 Pulmonology,Weld,14
RMHP,031 Rheumatology,Denver,14
RMHP,035 Cardiothoracic Surgery,Larimer,14
RMHP,101 Pediatrics - Routine/Primary Care,Broomfield,14
RMHP,102 Licensed Clinical Social Workers,Summit,14
RMHP,000 OTHER,Eagle,13
RMHP,006 Primary Care - Nurse Practitioner,Arapahoe,13
RMHP,008 Cardiovascular Disease,Garfield,13
RMHP,008 Cardiovascular Disease,Phillips,13
RMHP,013 ENT/Otolaryngology,Larimer,13
RMHP,015 General Surgery,Garfield,13
RMHP,018 Nephrology,Arapahoe,13
RMHP,018 Nephrology,Jefferson,13
RMHP,018 Nephrology,Pueblo,13
RMHP,022 Radiation Oncology,Boulder,13
RMHP,023 Ophthalmology,Weld,13
RMHP,025 Orthopedic Surgery,Routt,13
RMHP,030 Pulmonology,Douglas,13
RMHP,030 Pulmonology,Mesa,13
RMHP,035 Cardiothoracic Surgery,Pueblo,13
RMHP,102 Licensed Clinical Social Workers,Delta,13
RMHP,102 Licensed Clinical Social Workers,Garfield,13
RMHP,103 Psychology,Broomfield,13
RMHP,103 Psychology,Pueblo,13
RMHP, 000 OTHER,Jefferson,12
RMHP,000 OTHER,La Plata,12
RMHP,002 Family Medicine,Montrose,12
RMHP,003 Internal Medicine,Garfield,12
RMHP,003 Internal Medicine,La Plata,12
RMHP,003 Internal Medicine,Mesa,12
RMHP,003 Internal Medicine,Routt,12
RMHP,018 Nephrology,El Paso,12
RMHP,020 Neurological Surgery,Jefferson,12
RMHP,025 Orthopedic Surgery,Broomfield,12
RMHP,025 Orthopedic Surgery,Summit,12
RMHP,026 Physical Medicine & Rehabilitation,Larimer,12
RMHP,027 Plastic Surgery,Arapahoe,12
RMHP,029 Psychiatry,Weld,12
RMHP,033 Urology,Garfield,12
RMHP,000 OTHER,Summit,11
RMHP,002 Family Medicine,Moffat,11
RMHP,008 Cardiovascular Disease,Pueblo,11
RMHP,015 General Surgery,Fremont,11
RMHP,021 Medical Oncology & Surgical Oncology,Weld,11
RMHP,025 Orthopedic Surgery,Gunnison,11
RMHP,031 Rheumatology,El Paso,11
RMHP,033 Urology,Weld,11
RMHP,034 Vascular Surgery,El Paso,11
RMHP,102 Licensed Clinical Social Workers,Montrose,11
RMHP,102 Licensed Clinical Social Workers,Routt,11
RMHP, 103 Psychology,Pueblo,10
RMHP,000 OTHER,Chaffee,10
RMHP,002 Family Medicine,Huerfano,10
RMHP,004 Geriatrics,Jefferson,10
RMHP,008 Cardiovascular Disease,Sedgwick,10
RMHP,011 Dermatology,Summit,10
RMHP,012 Endocrinology,Arapahoe,10
RMHP,012 Endocrinology,Denver,10
RMHP,012 Endocrinology,Jefferson,10
RMHP,012 Endocrinology,Weld,10
RMHP,015 General Surgery,Eagle,10
RMHP,016 Gynecology (OB/GYN),Moffat,10
RMHP,018 Nephrology,Larimer,10
RMHP,021 Medical Oncology & Surgical Oncology,Mesa,10
RMHP,027 Plastic Surgery,Adams,10
RMHP,033 Urology,Douglas,10
RMHP,102 Licensed Clinical Social Workers,Teller,10
RMHP, 000 OTHER,Douglas,9
RMHP, 025 Orthopedic Surgery,Boulder,9
RMHP, 103 Psychology,Larimer,9
RMHP,000 OTHER,Routt,9
RMHP,007 Allergy and Immunology,Broomfield,9
RMHP,008 Cardiovascular Disease,Routt,9
RMHP,011 Dermatology,Weld,9
RMHP,012 Endocrinology,Boulder,9
RMHP,017 Infectious Diseases,El Paso,9
RMHP,017 Infectious Diseases,Jefferson,9
RMHP,022 Radiation Oncology,El Paso,9
RMHP,027 Plastic Surgery,El Paso,9
RMHP,028 Podiatry,Mesa,9
RMHP,033 Urology,Chaffee,9
RMHP,035 Cardiothoracic Surgery,Weld,9
RMHP,101 Pediatrics - Routine/Primary Care,La Plata,9
RMHP,103 Psychology,Chaffee,9
RMHP,103 Psychology,Morgan,9
RMHP,103 Psychology,Yuma,9
RMHP, 000 OTHER,Boulder,8
RMHP, 000 OTHER,El Paso,8
RMHP, 004 Geriatrics,Adams,8
RMHP, 004 Geriatrics,Jefferson,8
RMHP, 103 Psychology,Chaffee,8
RMHP,000 OTHER,Delta,8
RMHP,002 Family Medicine,Kit Carson,8
RMHP,002 Family Medicine,Rio Blanco,8
RMHP,003 Internal Medicine,Montezuma,8
RMHP,003 Internal Medicine,Montrose,8
RMHP,007 Allergy and Immunology,Pueblo,8
RMHP,011 Dermatology,Fremont,8
RMHP,015 General Surgery,Chaffee,8
RMHP,017 Infectious Diseases,Boulder,8
RMHP,018 Nephrology,Alamosa,8
RMHP,023 Ophthalmology,La Plata,8
RMHP,025 Orthopedic Surgery,Fremont,8
RMHP,025 Orthopedic Surgery,Garfield,8
RMHP,027 Plastic Surgery,Jefferson,8
RMHP,031 Rheumatology,Arapahoe,8
RMHP,034 Vascular Surgery,Adams,8
RMHP,034 Vascular Surgery,Pueblo,8
RMHP,035 Cardiothoracic Surgery,Adams,8
RMHP,101 Pediatrics - Routine/Primary Care,Pueblo,8
RMHP, 025 Orthopedic Surgery,Denver,7
RMHP, 030 Pulmonology,Denver,7
RMHP, 101 Pediatrics - Routine/Primary Care,Larimer,7
RMHP, 103 Psychology,Yuma,7
RMHP,002 Family Medicine,Archuleta,7
RMHP,002 Family Medicine,Clear Creek,7
RMHP,002 Family Medicine,Las Animas,7
RMHP,002 Family Medicine,Prowers,7
RMHP,002 Family Medicine,Saguache,7
RMHP,003 Internal Medicine,Morgan,7
RMHP,006 Primary Care - Nurse Practitioner,Adams,7
RMHP,007 Allergy and Immunology,Weld,7
RMHP,013 ENT/Otolaryngology,Weld,7
RMHP,014 Gastroenterology,Pueblo,7
RMHP,015 General Surgery,Morgan,7
RMHP,016 Gynecology (OB/GYN),Chaffee,7
RMHP,016 Gynecology (OB/GYN),Pitkin,7
RMHP,018 Nephrology,Boulder,7
RMHP,019 Neurology,Chaffee,7
RMHP,022 Radiation Oncology,Mesa,7
RMHP,029 Psychiatry,Morgan,7
RMHP,031 Rheumatology,Broomfield,7
RMHP,033 Urology,Moffat,7
RMHP,033 Urology,Pueblo,7
RMHP,033 Urology,Teller,7
RMHP,101 Pediatrics - Routine/Primary Care,Delta,7
RMHP,101 Pediatrics - Routine/Primary Care,Montrose,7
RMHP,102 Licensed Clinical Social Workers,Archuleta,7
RMHP,102 Licensed Clinical Social Workers,Eagle,7
RMHP,102 Licensed Clinical Social Workers,Prowers,7
RMHP,103 Psychology,Summit,7
RMHP, 025 Orthopedic Surgery,Larimer,6
RMHP, 101 Pediatrics - Routine/Primary Care,Boulder,6
RMHP, 101 Pediatrics - Routine/Primary Care,Douglas,6
RMHP, 103 Psychology,Alamosa,6
RMHP, 103 Psychology,Morgan,6
RMHP,000 OTHER,Montezuma,6
RMHP,002 Family Medicine,Gunnison,6
RMHP,002 Family Medicine,Lake,6
RMHP,002 Family Medicine,Washington,6
RMHP,003 Internal Medicine,Fremont,6
RMHP,003 Internal Medicine,Pitkin,6
RMHP,006 Primary Care - Nurse Practitioner,La Plata,6
RMHP,008 Cardiovascular Disease,La Plata,6
RMHP,008 Cardiovascular Disease,Summit,6
RMHP,011 Dermatology,Mesa,6
RMHP,012 Endocrinology,El Paso,6
RMHP,015 General Surgery,Delta,6
RMHP,016 Gynecology (OB/GYN),Broomfield,6
RMHP,016 Gynecology (OB/GYN),Montrose,6
RMHP,016 Gynecology (OB/GYN),Prowers,6
RMHP,017 Infectious Diseases,Douglas,6
RMHP,017 Infectious Diseases,Larimer,6
RMHP,019 Neurology,Pueblo,6
RMHP,019 Neurology,Weld,6
RMHP,020 Neurological Surgery,Denver,6
RMHP,023 Ophthalmology,Garfield,6
RMHP,023 Ophthalmology,Montezuma,6
RMHP,025 Orthopedic Surgery,Grand,6
RMHP,025 Orthopedic Surgery,Montrose,6
RMHP,025 Orthopedic Surgery,Morgan,6
RMHP,026 Physical Medicine & Rehabilitation,Douglas,6
RMHP,026 Physical Medicine & Rehabilitation,Mesa,6
RMHP,028 Podiatry,Broomfield,6
RMHP,029 Psychiatry,Yuma,6
RMHP,030 Pulmonology,La Plata,6
RMHP,031 Rheumatology,Weld,6
RMHP,033 Urology,Grand,6
RMHP,033 Urology,Pitkin,6
RMHP,034 Vascular Surgery,Mesa,6
RMHP,035 Cardiothoracic Surgery,Jefferson,6
RMHP,101 Pediatrics - Routine/Primary Care,Fremont,6
RMHP,101 Pediatrics - Routine/Primary Care,Routt,6
RMHP,102 Licensed Clinical Social Workers,Otero,6
RMHP,103 Psychology,Alamosa,6
RMHP,103 Psychology,La Plata,6
RMHP,103 Psychology,Montrose,6
RMHP, 000 OTHER,Adams,5
RMHP, 014 Gastroenterology,Denver,5
RMHP, 018 Nephrology,Larimer,5
RMHP, 101 Pediatrics - Routine/Primary Care,Adams,5
RMHP,000 OTHER,Custer,5
RMHP,000 OTHER,Moffat,5
RMHP,002 Family Medicine,Conejos,5
RMHP,002 Family Medicine,Pitkin,5
RMHP,003 Internal Medicine,Alamosa,5
RMHP,003 Internal Medicine,Logan,5
RMHP,003 Internal Medicine,Otero,5
RMHP,006 Primary Care - Nurse Practitioner,Denver,5
RMHP,006 Primary Care - Nurse Practitioner,Douglas,5
RMHP,008 Cardiovascular Disease,Grand,5
RMHP,008 Cardiovascular Disease,Montezuma,5
RMHP,011 Dermatology,Chaffee,5
RMHP,012 Endocrinology,Pueblo,5
RMHP,013 ENT/Otolaryngology,Eagle,5
RMHP,013 ENT/Otolaryngology,Mesa,5
RMHP,013 ENT/Otolaryngology,Pueblo,5
RMHP,014 Gastroenterology,La Plata,5
RMHP,015 General Surgery,Alamosa,5
RMHP,015 General Surgery,Broomfield,5
RMHP,015 General Surgery,La Plata,5
RMHP,015 General Surgery,Summit,5
RMHP,016 Gynecology (OB/GYN),Delta,5
RMHP,016 Gynecology (OB/GYN),Morgan,5
RMHP,019 Neurology,Broomfield,5
RMHP,019 Neurology,Mesa,5
RMHP,020 Neurological Surgery,Mesa,5
RMHP,020 Neurological Surgery,Weld,5
RMHP,021 Medical Oncology & Surgical Oncology,Chaffee,5
RMHP,021 Medical Oncology & Surgical Oncology,La Plata,5
RMHP,021 Medical Oncology & Surgical Oncology,Pueblo,5
RMHP,022 Radiation Oncology,Eagle,5
RMHP,023 Ophthalmology,Archuleta,5
RMHP,025 Orthopedic Surgery,Alamosa,5
RMHP,025 Orthopedic Surgery,Moffat,5
RMHP,026 Physical Medicine & Rehabilitation,Pueblo,5
RMHP,027 Plastic Surgery,Boulder,5
RMHP,027 Plastic Surgery,Douglas,5
RMHP,027 Plastic Surgery,Larimer,5
RMHP,027 Plastic Surgery,Mesa,5
RMHP,028 Podiatry,La Plata,5
RMHP,028 Podiatry,Logan,5
RMHP,030 Pulmonology,Morgan,5
RMHP,033 Urology,Broomfield,5
RMHP,033 Urology,Mesa,5
RMHP,035 Cardiothoracic Surgery,Boulder,5
RMHP,035 Cardiothoracic Surgery,Mesa,5
RMHP,101 Pediatrics - Routine/Primary Care,Moffat,5
RMHP,101 Pediatrics - Routine/Primary Care,Pitkin,5
RMHP,103 Psychology,Logan,5
RMHP, 004 Geriatrics,Arapahoe,4
RMHP, 008 Cardiovascular Disease,El Paso,4
RMHP, 008 Cardiovascular Disease,Larimer,4
RMHP, 021 Medical Oncology & Surgical Oncology,Adams,4
RMHP, 025 Orthopedic Surgery,Mesa,4
RMHP, 027 Plastic Surgery,Denver,4
RMHP, 101 Pediatrics - Routine/Primary Care,Arapahoe,4
RMHP, 101 Pediatrics - Routine/Primary Care,Routt,4
RMHP, 103 Psychology,Broomfield,4
RMHP, 103 Psychology,Delta,4
RMHP, 103 Psychology,Elbert,4
RMHP, 103 Psychology,Lincoln,4
RMHP,000 OTHER,Kit Carson,4
RMHP,002 Family Medicine,San Miguel,4
RMHP,003 Internal Medicine,Delta,4
RMHP,003 Internal Medicine,Las Animas,4
RMHP,004 Geriatrics,Arapahoe,4
RMHP,004 Geriatrics,Boulder,4
RMHP,007 Allergy and Immunology,Fremont,4
RMHP,007 Allergy and Immunology,Logan,4
RMHP,008 Cardiovascular Disease,Alamosa,4
RMHP,011 Dermatology,La Plata,4
RMHP,012 Endocrinology,Douglas,4
RMHP,013 ENT/Otolaryngology,Broomfield,4
RMHP,013 ENT/Otolaryngology,La Plata,4
RMHP,014 Gastroenterology,Garfield,4
RMHP,015 General Surgery,Archuleta,4
RMHP,015 General Surgery,Grand,4
RMHP,015 General Surgery,Moffat,4
RMHP,015 General Surgery,Montrose,4
RMHP,015 General Surgery,Prowers,4
RMHP,016 Gynecology (OB/GYN),Alamosa,4
RMHP,016 Gynecology (OB/GYN),Grand,4
RMHP,016 Gynecology (OB/GYN),Logan,4
RMHP,016 Gynecology (OB/GYN),Routt,4
RMHP,017 Infectious Diseases,Mesa,4
RMHP,018 Nephrology,Mesa,4
RMHP,019 Neurology,Morgan,4
RMHP,021 Medical Oncology & Surgical Oncology,Alamosa,4
RMHP,021 Medical Oncology & Surgical Oncology,Routt,4
RMHP,022 Radiation Oncology,Larimer,4
RMHP,023 Ophthalmology,Delta,4
RMHP,023 Ophthalmology,Montrose,4
RMHP,023 Ophthalmology,Otero,4
RMHP,026 Physical Medicine & Rehabilitation,Eagle,4
RMHP,026 Physical Medicine & Rehabilitation,La Plata,4
RMHP,027 Plastic Surgery,Pueblo,4
RMHP,028 Podiatry,Bent,4
RMHP,028 Podiatry,Garfield,4
RMHP,028 Podiatry,Moffat,4
RMHP,028 Podiatry,Montezuma,4
RMHP,029 Psychiatry,Logan,4
RMHP,030 Pulmonology,Summit,4
RMHP,030 Pulmonology,Yuma,4
RMHP,031 Rheumatology,Mesa,4
RMHP,033 Urology,Jefferson,4
RMHP,033 Urology,Routt,4
RMHP,035 Cardiothoracic Surgery,Arapahoe,4
RMHP,035 Cardiothoracic Surgery,La Plata,4
RMHP,102 Licensed Clinical Social Workers,Gunnison,4
RMHP,102 Licensed Clinical Social Workers,Park,4
RMHP,103 Psychology,Cheyenne,4
RMHP,103 Psychology,Elbert,4
RMHP,103 Psychology,Lincoln,4
RMHP,103 Psychology,Phillips,4
RMHP,103 Psychology,Sedgwick,4
RMHP,103 Psychology,Washington,4
RMHP, 000 OTHER,Eagle,3
RMHP, 003 Internal Medicine,Fremont,3
RMHP, 004 Geriatrics,Denver,3
RMHP, 008 Cardiovascular Disease,Adams,3
RMHP, 016 Gynecology (OB/GYN),Arapahoe,3
RMHP, 018 Nephrology,Douglas,3
RMHP, 018 Nephrology,Eagle,3
RMHP, 021 Medical Oncology & Surgical Oncology,Boulder,3
RMHP, 025 Orthopedic Surgery,Douglas,3
RMHP, 025 Orthopedic Surgery,Jefferson,3
RMHP, 026 Physical Medicine & Rehabilitation,Arapahoe,3
RMHP, 030 Pulmonology,Boulder,3
RMHP, 030 Pulmonology,Jefferson,3
RMHP, 101 Pediatrics - Routine/Primary Care,Denver,3
RMHP, 101 Pediatrics - Routine/Primary Care,Jefferson,3
RMHP, 103 Psychology,Cheyenne,3
RMHP, 103 Psychology,Fremont,3
RMHP, 103 Psychology,Lake,3
RMHP, 103 Psychology,Logan,3
RMHP, 103 Psychology,Phillips,3
RMHP, 103 Psychology,Sedgwick,3
RMHP, 103 Psychology,Washington,3
RMHP,000 OTHER,Gunnison,3
RMHP,000 OTHER,Lake,3
RMHP,000 OTHER,Logan,3
RMHP,000 OTHER,Morgan,3
RMHP,000 OTHER,Rio Grande,3
RMHP,002 Family Medicine,Custer,3
RMHP,002 Family Medicine,Elbert,3
RMHP,002 Family Medicine,Lincoln,3
RMHP,002 Family Medicine,Ouray,3
RMHP,003 Internal Medicine,Chaffee,3
RMHP,003 Internal Medicine,Grand,3
RMHP,003 Internal Medicine,Moffat,3
RMHP,004 Geriatrics,Denver,3
RMHP,006 Primary Care - Nurse Practitioner,Larimer,3
RMHP,006 Primary Care - Nurse Practitioner,Mesa,3
RMHP,007 Allergy and Immunology,Garfield,3
RMHP,008 Cardiovascular Disease,Archuleta,3
RMHP,008 Cardiovascular Disease,Moffat,3
RMHP,008 Cardiovascular Disease,Montrose,3
RMHP,008 Cardiovascular Disease,Rio Blanco,3
RMHP,011 Dermatology,Garfield,3
RMHP,013 ENT/Otolaryngology,Garfield,3
RMHP,013 ENT/Otolaryngology,Teller,3
RMHP,014 Gastroenterology,Custer,3
RMHP,014 Gastroenterology,Eagle,3
